lead_id,marketplace_id,marketplace_car_id,used_dealer_company_id,dealer_id,car_brand,car_model,car_variant,car_engine,car_year,car_transmission,reserveprice
933719,141269,293257,4320,4428,toyota,avanza,g-n140,1.3,2007,Manual,50000000
933919,141267,292985,5342,5450,suzuki,ignis,gx,1.2,2017,Auto,93000000
937686,141272,294109,5126,5234,toyota,avanza,veloz,1.3,2017,Auto,129500000
947778,141299,299404,978,1004,honda,cr-v,turbo prestige,1.5,2018,Auto,355000000
937814,141278,295269,1658,1707,isuzu,panther,grand touring,2.5,2016,Manual,195000000
945747,141289,297692,1735,1784,toyota,rush,s trd sportivo,1.5,2018,Auto,183000000
934830,141265,292790,2772,2846,toyota,fortuner,vrz trd,2.4,2018,Auto,378500000
926158,141273,294218,4336,4444,honda,mobilio,e,1.5,2019,Auto,165000000
935499,141271,293864,3774,3882,toyota,alphard,sc,2.5,2016,Auto,775000000
947635,141297,298950,3203,3295,nissan,evalia,st,1.5,2012,Manual,45500000
928064,141249,289143,2827,2906,suzuki,ertiga,gx,1.4,2014,Manual,100000000
935549,141300,299523,4697,4805,suzuki,ertiga,gx,1.4,2014,Auto,95000000
936837,141269,293383,5591,5699,suzuki,xl7,beta,1.5,2020,Auto,231000000
920557,141255,290418,5278,5386,suzuki,ertiga,gx,1.4,2011,Auto,95000000
946791,141292,298373,1580,1629,toyota,sienta,q,1.5,2016,Manual,125000000
926427,141258,291215,4786,4894,toyota,kijang innova,g-n140,2,2016,Auto,200000000
940693,141279,295436,4351,4459,mercedes-benz,e,200 cgi,1.8,2002,Manual,30000000
927754,141257,290850,1580,1629,mercedes-benz,slk,250 amg,1.8,2012,Manual,250000000
942836,141289,297489,851,869,toyota,rush,s,1.5,2014,Auto,120000000
945025,141287,297192,621,619,bmw,3,20i,2,2017,Auto,400000000
933305,141270,293608,4356,4464,honda,mobilio,e,1.5,2016,Auto,118000000
933941,141263,292341,4276,4384,toyota,calya,g,1.2,2019,Manual,50000000
937958,141284,296502,3660,3768,honda,city,s,1.5,2006,Auto,80000000
913323,141254,290102,4310,4418,honda,cr-v,2wd,2.4,2005,Auto,115000000
941893,141301,299818,4279,4387,wuling,confero,s l,1.5,2018,Manual,90000000
926987,141251,289674,5033,5141,mazda,biante,skyactiv,2,2014,Auto,170000000
936379,141267,292955,4779,4887,toyota,rush,s trd sportivo,1.5,2019,Manual,150000000
947677,141299,299342,5126,5234,toyota,calya,g,1.2,2016,Manual,70000000
950272,141300,299666,3590,3698,mitsubishi,outlander sport,px,2,2014,Auto,155000000
944570,141290,297956,4259,4367,bmw,x1,sdrive18i,1.5,2017,Auto,380000000
937189,141271,295859,4795,4903,toyota,avanza,veloz,1.5,2017,Auto,155000000
925197,141249,289140,1865,1914,daihatsu,sigra,r std,1.2,2018,Auto,99000000
945606,141291,298105,5628,5736,nissan,grand livina,xv,1.8,2013,Manual,49500000
926509,141248,288850,4839,4947,toyota,sienta,q,1.5,2018,Auto,140000000
940778,141278,295240,4786,4894,honda,brio,satya e,1.2,2018,Manual,99000000
934432,141264,292526,4471,4579,toyota,agya,g trd,1.2,2017,Auto,89500000
941041,141282,295911,4251,4359,honda,cr-z,zf1,1.5,2013,Auto,200000000
943357,141283,296264,5511,5619,bmw,3,18i,2,2009,Auto,80000000
942161,141300,299593,4279,4387,toyota,kijang innova,g,2,2021,Manual,250000000
949964,141301,299870,1166,1215,toyota,vellfire,z,2.4,2011,Auto,200000000
99382,141300,299558,1718,1767,toyota,calya,e,1.2,2018,Auto,90000000
947605,141291,297995,4336,4444,mini,cooper countryman,s,1.6,2013,Auto,350000000
945890,141289,297539,4226,4334,toyota,kijang innova,g,2.4,2018,Auto,255000000
948202,141296,298594,4797,4905,toyota,avanza,g,1.3,2018,Manual,100000000
937979,141275,294550,5244,5352,toyota,kijang innova,g,2.4,2018,Auto,250000000
926677,141247,288649,5018,5126,toyota,avanza,veloz,1.5,2017,Auto,145000000
926046,141247,288634,5590,5698,toyota,kijang innova,g,2,2018,Manual,100000000
943341,141297,299002,4177,4285,toyota,calya,g,1.2,2017,Auto,49500000
950250,141298,299149,4276,4384,toyota,yaris,j,1.5,2006,Auto,50000000
933838,141267,292889,1068,1095,toyota,avanza,g,1.3,2006,Manual,50000000
926424,141258,291210,5239,5347,toyota,voxy,no variant,2,2017,Auto,320000000
938485,141277,295112,5628,5736,toyota,kijang innova,v lux,2,2013,Auto,50000000
933316,141272,294074,4296,4404,chevrolet,captiva,no variant,2,2017,Auto,230000000
925345,141249,289124,1378,1427,toyota,kijang innova,reborn venturer diesel,2.4,2018,Auto,240000000
938912,141276,294880,1136,1185,mercedes-benz,gle,400 4matic (ckd),3,2016,Auto,700000000
925604,141256,290638,4519,4627,toyota,land cruiser,prado (4wd),2.7,2004,Auto,140000000
938832,141276,294879,1971,2020,suzuki,grand escudo,xl-7,2.5,2003,Manual,30000000
922740,141283,296260,4900,5008,mazda,cx-9,no variant,3.7,2012,Auto,150000000
926055,141251,289528,4279,4387,mercedes-benz,c,200 cgi (ckd),1.8,2014,Auto,300000000
926589,141278,295206,3362,3456,mercedes-benz,slk,250 amg,1.8,2012,Auto,250000000
933201,141260,291605,5378,5486,toyota,c-hr,hv dual tone,1.8,2019,Auto,370000000
945823,141291,298558,5628,5736,toyota,kijang innova,reborn v,2.4,2017,Auto,260000000
933105,141267,293006,1034,1060,nissan,teana,270 short,2.5,2010,Auto,50000000
943342,141286,296789,1034,1060,isuzu,mu-7,tfr85hg,3,2010,Auto,99500000
950043,141300,299609,5126,5234,mazda,2,r,1.5,2016,Auto,170000000
941747,141296,298587,4471,4579,suzuki,ertiga,gx,1.4,2016,Auto,1500000
942102,141282,296013,5262,5370,mazda,2,r,1.5,2015,Auto,130000000
948030,141294,298389,4450,4558,daihatsu,terios,tx,1.5,2015,Manual,120000000
945606,141291,298135,4795,4903,nissan,march,l,1.2,2013,Manual,49500000
945569,141289,297561,4320,4428,toyota,etios,e,1.2,2015,Manual,70000000
943039,141284,296435,5029,5137,mitsubishi,xpander,ultimate,1.5,2019,Auto,200000000
947319,141290,297951,5172,5280,honda,mobilio,s,1.5,2014,Auto,85000000
944900,141286,296881,1580,1629,mitsubishi,pajero sport,dakar,2.5,2014,Auto,240000000
943220,141283,296287,4919,5027,mitsubishi,pajero sport,dakar,2.5,2014,Auto,220000000
940933,141281,295757,4461,4569,honda,hr-v,e,1.5,2015,Auto,169500000
926424,141258,291240,5589,5697,toyota,alphard,sc,2.5,2017,Auto,700000000
935896,141267,292896,4471,4579,toyota,avanza,g,1.3,2016,Manual,85000000
943205,141288,297340,5129,5237,mazda,biante,skyactiv,2,2015,Auto,100000000
945628,141292,298364,5367,5475,toyota,altis,g,1.8,2020,Auto,350000000
944614,141286,296794,4277,4385,toyota,fortuner,srz,2.4,2019,Auto,300000000
941904,141283,296276,4471,4579,daihatsu,xenia,r,1.3,2015,Manual,75000000
928761,141251,289560,3618,3726,honda,brio,rs,1.2,2019,Auto,149500000
925367,141247,288737,3738,3846,honda,cr-v,2wd,2,2012,Auto,135000000
942503,141281,295711,1166,1215,mitsubishi,pajero sport,dakar,2.5,2014,Auto,270000000
930135,141256,290616,5076,5184,honda,mobilio,e,1.5,2017,Auto,129000000
933629,141265,292658,5161,5269,toyota,innova,v,2,2017,Auto,220000000
923911,141254,290247,4779,4887,honda,jazz,rs,1.5,2019,Auto,135500000
929877,141262,292144,4279,4387,suzuki,apv,gx arena,1.5,2008,Auto,50000000
926865,141250,289399,4315,4423,isuzu,elf,no variant,2.8,2018,Manual,200000000
926987,141251,289525,4351,4459,toyota,fortuner,g lux,2.7,2014,Auto,220000000
923125,141253,289860,4320,4428,nissan,grand livina,xv,1.5,2008,Auto,60000000
933903,141263,292449,4532,4640,toyota,yaris,e,1.5,2012,Auto,69500000
945471,141297,298980,3374,3468,honda,hr-v,mugen prestige,1.8,2018,Auto,270000000
920773,141289,297571,1473,1522,nissan,elgrand,highway star,3.5,2011,Auto,23500000
926486,141267,292875,3554,3662,ota,voxy,no variant,2,2011,Manual,49500000
918562,141274,294141,3203,3295,toyota,avanza,g,1.3,2006,Manual,55000000
944818,141285,296718,4251,4359,isuzu,panther,touring,2.5,2014,Manual,150000000
948905,141296,298619,4949,5707,toyota,fortuner,g lux,2.7,2011,Auto,150000000
931417,141296,298807,3590,3698,toyota,corolla altis,g,1.8,2014,Auto,140000000
927308,141249,289185,4296,4404,toyota,vios,g,1.5,2013,Manual,75500000
934559,141267,292968,4605,4713,toyota,avanza,g,1.3,2008,Manual,50000000
932546,141282,296017,5423,5531,toyota,avanza,e,1.3,2015,Manual,88500000
941471,141281,295610,5033,5141,bmw,3,20i (ckd),2,2010,Auto,130000000
941330,141283,296336,5378,5486,toyota,yaris,s trd,1.5,2021,Auto,240000000
426607,141261,291860,1580,1629,toyota,vios,g,1.5,2008,Manual,50000000
946612,141291,298180,4605,4713,suzuki,carry,fd pick up,1.5,2015,Manual,40000000
947012,141291,298120,5591,5699,toyota,avanza,veloz,1.3,2016,Manual,210000000
941091,141285,296571,4276,4384,toyota,vellfire,z,2.4,2010,Auto,215000000
941520,141285,296730,4312,4420,daihatsu,terios,ts extra,1.5,2008,Auto,70000000
937124,141269,293409,5558,5271,honda,cr-v,2wd ckd,2.4,2010,Auto,100000000
930840,141261,291917,5628,5736,toyota,corolla altis,v,1.8,2012,Auto,97500000
942685,141281,295765,5230,5338,honda,accord,vti-l,2.4,2008,Auto,70000000
900832,141263,292327,4343,4451,honda,civic,fd1,1.8,2002,Manual,50000000
941208,141277,295061,5006,5111,toyota,calya,g,1.2,2017,Manual,95000000
940672,141291,298116,4251,4359,toyota,rush,s trd sportivo,1.5,2020,Auto,202500000
939350,141282,295986,3660,3768,wuling,almaz,lt lux + sc cvt,1.5,2019,Auto,119500000
940876,141277,295121,4310,4418,toyota,kijang innova,reborn g,2.4,2017,Auto,275000000
936968,141271,293712,4508,4616,toyota,kijang innova,reborn g,2,2017,Manual,199000000
937496,141276,294884,4344,4452,toyota,fortuner,vrz 4x4,2.4,2002,Auto,80500000
937581,141271,293771,4795,4903,suzuki,ignis,gx,1.2,2018,Manual,110000000
948224,141294,298500,4709,4817,honda,brio,rs,1.2,2016,Auto,140000000
940354,141263,292228,4786,4894,nissan,march,l,1.2,2014,Auto,80000000
930101,141262,292030,4795,4903,ford,ranger,xls,2.2,2011,Auto,130000000
947550,141296,298781,1580,1629,honda,hr-v,prestige,1.8,2015,Auto,190000000
949730,141299,299475,190,176,suzuki,ertiga,gl,1.4,2018,Auto,100000000
938896,141263,292372,1971,2020,honda,city,e,1.5,2013,Auto,145000000
935893,141281,295615,4471,4579,toyota,rush,s,1.5,2012,Auto,105000000
945569,141289,297561,4148,4256,nissan,grand livina,xv,1.5,2011,Manual,70000000
938542,141275,294556,4471,4579,toyota,rush,s,1.5,2014,Auto,120000000
934988,141283,296104,4977,5085,honda,hr-v,e,1.5,2016,Auto,220000000
942466,141291,298014,4279,4387,honda,mobilio,s,1.5,2015,Auto,95000000
933939,141263,292288,4503,4611,mazda,biante,skyactiv,2,2014,Auto,135000000
926424,141258,291210,5511,5619,toyota,alphard,g,2.5,2017,Auto,700000000
942379,141283,296314,3438,3536,toyota,avanza,veloz,1.5,2016,Auto,100000000
944601,141288,296244,4471,4579,toyota,yaris,e,1.5,2012,Auto,90000000
949454,141300,299546,1240,1289,daihatsu,xenia,xi,1.3,2011,Auto,50000000
946279,141284,296509,4697,4805,toyota,sienta,q,1.5,2016,Manual,135000000
944334,141285,296727,5068,5176,honda,mobilio,e,1.5,2016,Manual,113000000
873552,141282,295970,4963,5071,mitsubishi,pajero sport,exceed,2.5,2011,Auto,195000000
932546,141282,296017,4244,4352,toyota,avanza,e,1.3,2015,Manual,98500000
928067,141249,289123,1407,1456,isuzu,panther,lm,2.5,2018,Manual,230000000
942131,141281,295846,1580,1629,chevrolet,trailblazer,ls,2.8,2012,Auto,110000000
950007,141298,299291,4351,4459,toyota,rush,s trd sportivo,1.5,2018,Auto,145000000
928064,141249,289133,4320,4428,isuzu,panther,touring,2.5,2018,Manual,230000000
928102,141262,292045,4279,4387,honda,jazz,e,1.5,2012,Auto,80000000
950067,141299,299391,431,417,toyota,kijang innova,g,2,2018,Auto,230000000
941125,141277,295120,4519,4627,mercedes-benz,c,240 elegance,2.6,2001,Auto,70000000
941104,141278,295249,5585,5693,toyota,kijang innova,g,2,2018,Manual,189000000
947012,141291,298120,5244,5352,honda,brio,satya e,1.2,2016,Manual,100000000
932563,141259,291286,5628,5736,toyota,sienta,q,1.5,2017,Auto,145000000
947093,141294,298427,3362,3456,mazda,biante,skyactiv,2,2013,Auto,135000000
947604,141296,298650,615,612,bmw,x1,sdrive18i,1.5,2017,Auto,375000000
931686,141259,291450,4608,4716,honda,cr-v,2wd,2.4,2009,Auto,88000000
935502,141268,293062,1735,1784,peugeot,207,no variant,1.6,2011,Auto,40000000
932680,141261,291996,4699,4807,honda,civic,no variant,1.8,2012,Auto,140000000
808872,141263,292231,4591,4699,toyota,fortuner,vrz trd,2.4,2016,Auto,305000000
946838,141290,297848,4248,4356,toyota,kijang innova,g,2.5,2011,Auto,145000000
93080,141260,291615,4992,5100,ford,ecosport,titanium,1.5,2014,Manual,80000000
931307,141257,290848,4548,4656,toyota,voxy,no variant,2,2017,Auto,350000000
944519,141287,297226,5492,5600,nissan,x-trail,no variant,2,2015,Manual,100000000
926421,141258,291208,5317,5425,bmw,3,20i (ckd),2,2019,Auto,320000000
947604,141296,298650,1407,1456,bmw,x1,sdrive18i,1.5,2017,Auto,375000000
938637,141279,295440,1149,1198,bmw,3,20i (ckd),2,2010,Auto,130000000
934475,141287,297234,1101,1149,toyota,avanza,veloz,1.5,2017,Manual,140000000
918785,141254,290175,4270,4378,toyota,dyna,110 st,4,2011,Manual,70000000
942098,141281,295774,621,3959,nissan,serena,highway star,2,2015,Auto,158000000
930246,141272,293917,1101,1149,toyota,kijang innova,e,2,2014,Auto,162000000
927376,141249,289082,4330,4438,toyota,rush,s trd sportivo,1.5,2019,Auto,199000000
927053,141256,290603,5215,5323,toyota,hilux,single cabin,2.5,2013,Manual,150000000
935800,141267,292979,4519,4627,honda,cr-v,no variant,2,2012,Auto,109500000
942674,141289,297643,5281,5389,toyota,kijang innova,g-n140,2,2016,Manual,200000000
937754,141272,293944,1034,1060,bmw,x3,xdrive20i xline,2,2012,Auto,145000000
949992,141298,299163,4279,4387,mercedes-benz,c,200 cgi (ckd),1.8,2013,Auto,210000000
937754,141272,293944,1034,1060,bmw,x3,xdrive20i xline,2,2012,Auto,145000000
935678,141279,295551,4279,4387,wuling,confero,s,1.5,2019,Manual,105000000
937188,141273,294294,4312,4420,honda,cr-v,2wd,2.4,2011,Auto,145000000
946203,141296,298639,3618,3726,toyota,alphard,s,2.4,2012,Auto,240000000
939859,141276,294922,4351,4459,nissan,grand livina,sv,1.5,2012,Auto,75000000
198092,141271,293772,4471,4579,mitsubishi,pajero sport,dakar,2.5,2014,Auto,350000000
943858,141288,297267,4556,4664,toyota,agya,g trd,1,2016,Manual,30000000
940684,141285,296630,3855,3963,wuling,confero,s l,1.5,2019,Manual,70000000
943356,141285,296745,4499,4607,mitsubishi,delica,royal,2,2016,Auto,170000000
946640,141289,297726,4277,4385,honda,mobilio,e prestige,1.5,2018,Manual,145000000
940519,141277,295141,2459,2517,honda,cr-v,2wd,2.4,2013,Auto,100000000
938485,141277,295112,4457,4565,mazda,cx-5,touring,2,2013,Auto,400000000
944490,141288,297335,5672,5780,toyota,avanza,g,1.3,1996,Manual,30000000
934687,141265,292680,2732,2806,honda,elysion,i-vtec,2.4,2005,Auto,50000000
931466,141257,290834,4399,4507,nissan,grand livina,xv,1.5,2014,Manual,90000000
948363,141296,298960,1718,1767,toyota,avanza,veloz,1.3,2016,Auto,130000000
282227,141258,291257,4279,4387,mazda,biante,no variant,2,2012,Auto,110000000
946942,141291,298125,4977,5085,toyota,avanza,e,1.3,2014,Manual,70000000
945519,141289,297748,5378,5486,honda,brio,satya e,1.2,2018,Manual,125000000
926496,141249,289111,4330,4438,toyota,avanza,g,1.3,2015,Manual,88500000
921487,141301,299538,1718,1767,toyota,calya,g,1.2,2018,Auto,85000000
931960,141259,291542,5145,5253,toyota,calya,g,1.2,2018,Auto,105000000
938461,141276,294890,4385,4493,toyota,fortuner,vrz trd,2.4,2018,Auto,435000000
949769,141298,299104,4531,4639,nissan,serena,highway star,2,2015,Manual,100000000
932828,141260,291688,4251,4359,toyota,avanza,g,1.3,2011,Manual,98500000
930082,141261,291998,4620,4728,toyota,kijang innova,e,2.5,2012,Auto,120000000
926834,141249,289185,5628,5736,mazda,cx-9,no variant,3.7,2010,Auto,130000000
941520,141285,296590,4919,5027,toyota,rush,s,1.5,2009,Auto,90000000
947425,141294,298427,4461,4569,toyota,voxy,no variant,2,2020,Auto,435000000
941471,141281,295610,1735,1784,bmw,3,20i (ckd),2,2010,Auto,130000000
936192,141269,293389,1658,1757,toyota,fortuner,g trd,2.5,2013,Auto,170000000
937780,141286,296941,1166,1215,mercedes-benz,c,240 elegance,2.6,2002,Auto,40000000
943421,141283,296300,1068,1095,toyota,rush,trd sportivo,1.5,2015,Auto,148000000
941520,141285,296590,4919,5027,mercedes-benz,c,200 cgi (ckd),1.8,2006,Auto,80000000
944895,141289,297536,4330,4438,honda,freed,e,1.5,2012,Auto,95000000
929004,141256,290544,4697,4805,honda,jazz,i-dsi,1.5,2012,Auto,95000000
942764,141252,290932,3647,3755,toyota,yaris,j,1.5,2013,Auto,69000000
944818,141285,296718,3618,3726,isuzu,panther,grand touring,2.5,2014,Manual,150000000
927751,141265,292653,5341,5449,nissan,teana,250 xv,2.5,2010,Auto,50000000
937697,141270,293588,1735,1784,toyota,fortuner,vrz 4x2,2.4,2017,Auto,370000000
945487,141299,299459,3362,3456,mercedes-benz,e,300,2,2017,Auto,750000000
941867,141292,298351,4620,4728,toyota,harrier,240 g,2.4,2018,Auto,250000000
940528,141277,295144,1166,1215,ford,fiesta,sport,1.5,2012,Manual,55000000
938759,141273,294252,4471,4579,honda,br-v,e,1.5,2016,Auto,129000000
936378,141267,292957,5281,5389,nissan,livina,el,1.5,2019,Manual,150000000
944895,141289,297536,1580,1629,nissan,juke,rx,1.5,2012,Auto,95000000
935549,141300,299523,2625,2698,suzuki,ertiga,gl,1.4,2014,Auto,95000000
932828,141260,291688,4503,4611,daihatsu,terios,tx,1.5,2011,Manual,78500000
933684,141261,291961,5525,5633,suzuki,swift,gx,1.4,2016,Auto,140000000
931300,141260,291659,4533,4641,honda,hr-v,e plus,1.5,2020,Auto,270000000
927202,141249,289099,1580,1629,land rover,range rover evoque,no variant,2,2012,Auto,400000000
937152,141271,293793,5098,5185,isuzu,panther,grand touring,2.5,2017,Manual,200000000
934704,141278,295319,4306,4414,toyota,voxy,no variant,2,2020,Auto,400000000
936107,141272,294105,5492,5600,toyota,kijang innova,g,2.5,2008,Auto,129000000
941471,141287,296995,3470,3568,bmw,5,23i,2.5,2010,Auto,130000000
938905,141274,294386,4637,4745,suzuki,karimun,estilo,1,2016,Manual,70000000
928975,141255,290461,5033,5141,mitsubishi,pajero sport,exceed,2.5,2014,Auto,240000000
943839,141285,296762,4351,4459,toyota,camry,v,2.4,2010,Auto,100000000
928905,141254,290149,4786,4894,honda,cr-v,turbo prestige,1.5,2019,Auto,420000000
932859,141260,291583,2827,2906,wuling,cortez,l lux,1.8,2018,Auto,150000000
948903,141298,299286,5167,5270,suzuki,ertiga,gx,1.4,2014,Auto,89000000
925197,141249,289140,4919,5027,toyota,calya,g,1.2,2018,Auto,85000000
937780,141286,296295,4229,4338,mercedes-benz,c,240 elegance,2.6,2003,Auto,40000000
937446,141294,298486,1718,1767,mitsubishi,colt fe,71 diesel (2wd),3.9,2012,Manual,210000000
938031,141282,295998,978,1004,mitsubishi,eclipse cross,no variant,1.5,2019,Auto,290000000
949007,141299,299344,4697,4805,honda,cr-v,prestige special edition,2.4,2016,Auto,250000000
930971,141260,291566,4699,4807,toyota,kijang innova,reborn g,2,2017,Auto,220000000
924152,141292,298246,4221,4329,suzuki,apv,gx arena,1.5,2010,Manual,50000000
946281,141290,297764,3538,3638,mazda,cx-5,touring,2.5,2012,Auto,120000000
930136,141258,291242,4270,4378,toyota,avanza,veloz,1.5,2016,Manual,100000000
929211,141256,290632,4319,4427,mitsubishi,outlander sport,px,2,2013,Auto,135000000
943576,141289,297657,3362,3456,toyota,fortuner,vrz trd,2.4,2018,Auto,325000000
943525,141283,296320,5081,5189,honda,jazz,rs,1.5,2017,Auto,165000000
403789,141264,292598,4471,4579,toyota,vios,g,1.5,2012,Manual,105000000
944818,141285,296118,4312,4420,toyota,avanza,veloz,1.5,2018,Manual,150000000
945785,141296,298775,4471,4579,toyota,vios,g,1.5,2000,Manual,45000000
940754,141301,299790,4568,4676,mazda,2,r,1.5,2010,Auto,71000000
933813,141261,291882,2296,2349,wuling,cortez,c t lux,1.5,2020,Auto,150000000
926421,141258,291165,5264,5372,bmw,3,20i (ckd),2,2019,Auto,320000000
938690,141272,294104,4248,4356,toyota,voxy,no variant,2,2020,Auto,385000000
940285,141298,299149,3761,3869,toyota,land cruiser,prado (4wd),2.7,2013,Auto,157000000
948478,141296,298593,3538,3638,mercedes-benz,slk,250 amg,1.8,2012,Auto,500000000
947180,141292,298337,4322,2930,mercedes-benz,c,200 (ckd),2,2004,Auto,50000000
921411,141248,288790,2625,2698,toyota,kijang innova,g-n140,2,2016,Manual,183000000
947226,141296,298831,5059,4948,mercedes-benz,c,200 cgi (ckd),1.8,2009,Auto,125000000
942674,141289,297643,4464,4572,toyota,kijang innova,v,2,2016,Manual,200000000
931417,141296,298807,4356,4464,toyota,vellfire,z,2.4,2014,Auto,140000000
927540,141253,289942,3597,3705,toyota,kijang innova,v,2,2005,Manual,55000000
927505,141259,291475,5155,5263,toyota,innova,v,2,2018,Auto,225000000
935667,141267,292956,3549,3657,wuling,confero,s l,1.5,2020,Auto,108000000
938608,141274,294529,3855,3963,toyota,corolla altis,v,1.8,2012,Auto,97500000
945750,141289,297556,1718,1767,daihatsu,xenia,m dlx,1,2014,Auto,89000000
946661,141301,299902,4277,4385,volkswagen,tiguan,tsi allspace,1.4,2019,Auto,410000000
946719,141284,296762,1865,1914,honda,hr-v,e,1.5,2015,Auto,98000000
935296,141273,294350,4461,4569,toyota,kijang innova,g,2,2011,Manual,98500000
943039,141284,296435,5628,5736,mitsubishi,slk,250 amg,1.8,2019,Auto,200000000
940818,141286,296772,5129,5237,mitsubishi,pajero,hpe 4x4,2.5,2009,Auto,160000000
943525,141283,296312,1378,1427,daihatsu,terios,tx adventure,1.5,2014,Auto,109500000
944092,141285,296699,4319,4427,toyota,alphard,g,2.4,2009,Auto,206000000
947219,141294,298445,5442,5550,bmw,5,23i (ckd),2.5,2008,Auto,100000000
945747,141289,297699,5336,5444,mitsubishi,xpander,ultimate,1.5,2018,Auto,189500000
937754,141272,293944,4330,4438,bmw,x3,xdrive20i xline,2,2012,Auto,145000000
948478,141296,298593,4336,4444,mercedes-benz,e,300 (ckd),3,2012,Auto,500000000
940215,141277,295147,5406,5514,toyota,rush,s,1.5,2021,Auto,189000000
935270,141265,292813,4330,4438,mercedes-benz,gle,400 4matic (ckd),3,2011,Auto,190000000
943858,141288,297268,3362,3456,mazda,2,r,1.5,2016,Manual,125000000
930859,141269,293252,5227,5335,toyota,limo,no variant,1.5,2009,Manual,30000000
928719,141261,291994,4548,4656,toyota,kijang innova,q-n140,2.4,2015,Auto,210000000
933078,141263,292378,2625,2698,toyota,fortuner,g,2.5,2014,Auto,244000000
931535,141259,291450,5281,5389,suzuki,ertiga,zdi hybrid,1.5,2021,Auto,138000000
929535,141265,292784,4697,4805,toyota,kijang innova,reborn venturer diesel,2.4,2018,Auto,240000000
939990,141275,292685,431,417,honda,mobilio,s,1.5,2017,Auto,125000000
933448,141261,291895,3590,3698,honda,cr-v,turbo,1.5,2021,Auto,480000000
931735,141258,291254,4356,4464,honda,jazz,rs,1.5,2013,Auto,100000000
935365,141268,293115,3605,3713,mazda,8,no variant,2.3,2012,Auto,120000000
941596,141283,296171,4279,4387,honda,brio,satya e,1.2,2016,Manual,100000000
928382,141250,289277,4351,4459,toyota,avanza,g,1.3,2019,Manual,110000000
929004,141256,290544,3618,3726,honda,freed,e,1.5,2012,Auto,95000000
945554,141289,297696,1166,1215,suzuki,ertiga,gx,1.4,2013,Manual,100000000
940922,141281,295672,3470,3568,honda,cr-v,2wd,2,2010,Auto,110000000
563709,141298,299316,4279,4387,honda,brio,satya e,1.2,2019,Manual,150000000
947392,141291,298088,5628,5736,hyundai,i20,gl,1.4,2016,Manual,85000000
931685,141259,291558,4468,4576,honda,city,i-dsi,1.5,2007,Auto,50000000
944408,141300,299615,2991,3073,honda,cr-v,turbo prestige,1.5,2019,Auto,430000000
936194,141269,293346,5441,5549,nissan,grand livina,sv,1.5,2007,Auto,48000000
938905,141274,294386,3203,3295,suzuki,apv,gl arena,1.5,2016,Manual,70000000
948903,141268,297456,3660,3768,nissan,grand livina,xv,1.5,2014,Auto,90000000
945471,141297,298959,4248,4356,mitsubishi,xpander,ultimate,1.5,2018,Auto,150000000
936380,141267,292950,4519,4627,suzuki,ignis,gl mt,1.2,2017,Manual,75000000
930646,141255,290412,3774,3882,mazda,biante,skyactiv,2,2014,Auto,150000000
946612,141291,298180,5628,5736,daihatsu,ayla,x,1,2015,Manual,40000000
934687,141265,292683,3590,3698,honda,elysion,i-vtec,2.4,2005,Auto,50000000
927442,141286,296965,4537,4645,hyundai,tucson,gls,2,2012,Auto,85000000
948615,141296,298740,5628,5736,daihatsu,sigra,m,1,2019,Manual,107000000
937124,141269,291502,2635,2709,honda,jazz,s,1.5,2010,Auto,100000000
904156,141275,294549,4919,5027,toyota,avanza,g,1.3,2010,Manual,115000000
940578,141281,295611,4294,4402,toyota,agya,g,1,2015,Manual,50000000
923911,141254,290247,4548,4656,honda,jazz,rs,1.5,2019,Auto,135500000
940974,141279,295535,5074,5182,daihatsu,xenia,r sporty,1.3,2011,Manual,75000000
824597,141297,299096,4231,4339,daihatsu,xenia,r,1.3,2013,Manual,70000000
943999,141291,298116,4276,4382,mitsubishi,pajero,d exceed,2.5,2013,Auto,209500000
940417,141281,295766,2625,2698,toyota,avanza,g,1.3,2011,Manual,97000000
933105,141278,295210,4229,4337,nissan,serena,comfort touring,2,2010,Auto,50000000
938897,141282,295952,4296,4404,mazda,biante,no variant,2,2013,Auto,170000000
935666,141267,292956,5153,5261,wuling,confero,s l,1.5,2020,Auto,109500000
925602,141251,289631,5178,5286,toyota,vellfire,z,2.4,2013,Auto,350000000
943839,141285,296762,1580,1629,toyota,alphard,no variant,2.4,2010,Auto,100000000
949817,141298,299292,3618,3726,honda,jazz,rs,1.5,2015,Auto,168000000
933939,141263,292288,5003,5111,mazda,biante,skyactiv,2,2014,Auto,135000000
929754,141256,291300,4339,4447,honda,cr-v,2wd ckd,2.4,2010,Auto,124000000
944092,141285,296699,5147,5255,toyota,alphard,g,2.4,2009,Auto,206000000
924790,141264,292606,5033,5141,honda,jazz,rs,1.5,2013,Auto,98000000
931805,141259,291337,4320,4428,toyota,fortuner,g trd-luxury,2.7,2017,Auto,230000000
929279,141259,291319,4336,4444,mercedes-benz,ml,300,3,2013,Auto,200000000
933105,141267,293004,4608,4716,nissan,teana,250 xv,2.5,2010,Auto,50000000
932555,141269,293317,5142,5250,mercedes-benz,e,300,3,2014,Auto,300000000
937111,141271,293762,1136,1185,toyota,harrier,240 g,2.4,2013,Auto,180000000
934846,141267,292918,4468,4576,chevrolet,trax,turbo ltz,1.4,2019,Auto,299000000
939720,141287,297156,4320,4428,toyota,kijang innova,reborn g,2,2017,Manual,235000000
